;region;christian;muslim;country;geoname_id;precision_code;place_name;latitude;longitude;location_type_code;geoname_adm_code;geoname_adm_name;location_class;geographic_exactness;dominant;Reach
314;Littoral;0.96311522;0.023745874;26;2228499;1;Manjo;4.8428001;9.8217001;PPL;6295630|6255146|CM|05|2228499;Earth|Africa|Cameroon|Littoral|Manjo;2;1;christian;0
318;Sud;0.9558329;0.0;26;2231979;1;Eminemvon;2.96667;11.78333;PPL;6295630|6255146|CM|14|2231979;Earth|Africa|Cameroon|South|Eminemvon;2;1;christian;0
319;Sud-Ouest;0.956213;0.0;26;2594817;1;Bakundu Foe;4.4720998;9.2235003;PPL;6295630|6255146|CM|09|2594817;Earth|Africa|Cameroon|South-West|Bakundu Foe;2;1;christian;0
323;Denguele;0.0;1.0;27;2283014;3;Sous-prÃ©fecture dâOdiennÃ©;9.4890003;-7.6055598;ADM4;6295630|6255146|CI|77|2283014;Earth|Africa|Ivory Coast|DenguÃ©lÃ©|Sous-prÃ©fecture dâOdiennÃ©;1;1;muslim;0
340;Conakry;0.076034658;0.92396533;28;2419495;1;Kipé;9.6000004;-13.65;PPL;6295630|6255146|GN|04|2419495;Earth|Africa|Guinea|Conakry Region|KipÃ©;2;1;muslim;79532.09457563951
341;Boké;0.018676355;0.98132366;28;2420884;1;Fria;10.36676;-13.58253;PPLA2;6295630|6255146|GN|B|2420883|2420884;Earth|Africa|Guinea|Boke Region|Fria|Fria;2;1;muslim;0
342;Kindia;0.0;1.0;28;2422457;1;Coyah;9.7064304;-13.38465;PPLA2;6295630|6255146|GN|D|2595299|2422457;Earth|Africa|Guinea|Kindia|Coyah|Coyah;2;1;muslim;0
343;Mamou;0.0;1.0;28;2422067;1;Diandian;10.25;-11.71667;PPL;6295630|6255146|GN|M|2417831|2422067;Earth|Africa|Guinea|Mamou Region|Mamou Prefecture|Diandian;2;1;muslim;0
344;Labé;0.0;0.99106234;28;2418362;1;LabÃ©;11.31823;-12.28332;PPLA2;6295630|6255146|GN|L|2418360|2418362;Earth|Africa|Guinea|LabÃ© Region|Labe Prefecture|LabÃ©;2;1;muslim;0
346;Kankan;0.0;1.0;28;11238551;3;Kankan Centre;10.33865;-9.26336;ADM3;6295630|6255146|GN|K|2419991|11238551;Earth|Africa|Guinea|Kankan Region|Kankan Prefecture|Kankan Centre;1;1;muslim;0
348;Hhohho;0.90436029;0.0;30;11127718;1;Mpolonjeni;-26.55497;31.869011;PPL;6295630|6255146|SZ|02|11127718;Earth|Africa|Swaziland|Lubombo District|Mpolonjeni;2;1;christian;0
349;Manzini;0.91366351;0.0;30;11128352;3;Ludzeludze Inkhundla;-26.397079;31.314091;ADM2;6295630|6255146|SZ|03|11128352;Earth|Africa|Swaziland|Manzini District|Ludzeludze Inkhundla;1;1;christian;30329.412370746646
350;Shiselweni;0.94372612;0.0;30;11127725;3;Ngudzeni;-27.03583;31.551109;ADM2;6295630|6255146|SZ|04|11127725;Earth|Africa|Swaziland|Shiselweni District|Ngudzeni;1;1;christian;0
351;Lubombo;0.91103256;0.0;30;935040;1;Lubuli;-27.01667;31.9;PPL;6295630|6255146|SZ|00;Earth|Africa|Swaziland|Lubuli;2;1;christian;0
352;Adrar;0.0;1.0;31;2477145;3;DaÃ¯ra de TÃ©nÃ¨s;36.416672;1.25;ADM2;6295630|6255146|DZ|41|2477145;Earth|Africa|Algeria|Chlef|DaÃ¯ra de TÃ©nÃ¨s;1;1;muslim;0
353;Chlef;0.0;1.0;31;2508287;1;AÃ¯n BeÃ¯da;35.796391;7.3927798;PPL;6295630|6255146|DZ|29|2508287;Earth|Africa|Algeria|Oum el Bouaghi|AÃ¯n BeÃ¯da;2;1;muslim;0
354;Laghouat;0.0;1.0;31;2485624;1;Oued el Ma;35.645248;5.9960499;PPL;6295630|6255146|DZ|03|2485624;Earth|Africa|Algeria|Batna|Oued el Ma;2;1;muslim;0
355;Oum el-Bouaghi;0.0;1.0;31;2507413;1;Aliouene;36.614262;5.2456799;PPL;6295630|6255146|DZ|18|2507413;Earth|Africa|Algeria|BÃ©jaÃ¯a|Aliouene;2;1;muslim;0
356;Batna;0.0;1.0;31;2503826;1;Biskra;34.85038;5.7280502;PPLA;6295630|6255146|DZ|19|2503826;Earth|Africa|Algeria|Biskra|Biskra;2;1;muslim;0
357;Bejaia;0.0;1.0;31;2504622;1;Beni Mered;36.523891;2.86131;PPL;6295630|6255146|DZ|20|2504622;Earth|Africa|Algeria|Blida|Beni Mered;2;1;muslim;0
358;Biskra;0.0;1.0;31;11205098;1;Aghbalou;36.4212;4.3547001;PPL;6295630|6255146|DZ|21|11205098;Earth|Africa|Algeria|Bouira|Aghbalou;2;1;muslim;0
359;Bechar;0.0;1.0;31;2477461;1;TÃ©bessa;35.404171;8.1241703;PPLA;6295630|6255146|DZ|33|2477461;Earth|Africa|Algeria|TÃ©bessa|TÃ©bessa;2;1;muslim;30784.612759459254
360;Blida;0.0;1.0;31;2508225;1;âAÃ¯n Deheb;34.842178;1.54697;PPL;6295630|6255146|DZ|13|2508225;Earth|Africa|Algeria|Tiaret|âAÃ¯n Deheb;2;1;muslim;0
361;Bouria;0.0;1.0;31;11204924;3;Akbil;36.504532;4.2789402;ADM3;6295630|6255146|DZ|14|11204924;Earth|Africa|Algeria|Tizi Ouzou|Akbil;1;1;muslim;0
362;Tamanghasset;0.0;1.0;31;2503847;1;Birkhadem;36.714989;3.05002;PPL;6295630|6255146|DZ|01|2503847;Earth|Africa|Algeria|Algiers|Birkhadem;2;1;muslim;127927.3825626346
363;Tebessa;0.0;1.0;31;2500017;1;Djelfa;34.672791;3.263;PPLA;6295630|6255146|DZ|22|2500017;Earth|Africa|Algeria|Djelfa|Djelfa;2;1;muslim;0
364;Tlemcen;0.0;1.0;31;2492913;1;Jijel;36.820549;5.7667098;PPLA;6295630|6255146|DZ|24|2492913;Earth|Africa|Algeria|Jijel|Jijel;2;1;muslim;0
365;Tiaret;0.0;1.0;31;2507978;3;AÃ¯n Oulmene;35.916672;5.3000002;ADM2;6295630|6255146|DZ|12|2507978;Earth|Africa|Algeria|SÃ©tif|AÃ¯n Oulmene;1;1;muslim;0
366;Tizi Ouzou;0.0;1.0;31;2589581;6;Algeria;28.0;3.0;PCLI;6295630|6255146|DZ;Earth|Africa|Algeria;1;1;muslim;0
367;Algeris;0.0;1.0;31;2505914;4;Commune dâAzzaba;36.73333;7.0999999;ADMD;6295630|6255146|DZ|31|2505914;Earth|Africa|Algeria|Skikda|Commune dâAzzaba;1;1;muslim;0
368;Djelfa;0.0;1.0;31;2504950;1;Ben Badis;34.952339;-0.91609001;PPL;6295630|6255146|DZ|30|2504950;Earth|Africa|Algeria|Sidi Bel AbbÃ¨s|Ben Badis;2;1;muslim;0
369;Jijel;0.0;1.0;31;2506999;1;Annaba;36.900002;7.7666702;PPLA;6295630|6255146|DZ|37|2506999;Earth|Africa|Algeria|Annaba|Annaba;2;1;muslim;0
370;Setif;0.0;1.0;31;2495662;1;Guelma;36.462139;7.4260802;PPLA;6295630|6255146|DZ|23|2495662;Earth|Africa|Algeria|Guelma|Guelma;2;1;muslim;0
371;Saida;0.0;1.0;31;2494610;1;Hamma Bouziane;36.412048;6.5960302;PPL;6295630|6255146|DZ|04|2494610;Earth|Africa|Algeria|Constantine|Hamma Bouziane;2;1;muslim;0
372;Skikda;0.0;1.0;31;2589581;6;Algeria;28.0;3.0;PCLI;6295630|6255146|DZ;Earth|Africa|Algeria;1;1;muslim;0
373;Sidi Bel Abbes;0.0;1.0;31;2481196;1;Sidi Ali;36.097321;0.42221999;PPL;6295630|6255146|DZ|07|2481196;Earth|Africa|Algeria|Mostaganem|Sidi Ali;2;1;muslim;0
374;Annaba;0.0;1.0;31;2504175;1;Berhoum;35.654549;5.0338602;PPL;6295630|6255146|DZ|27|2504175;Earth|Africa|Algeria|M'Sila|Berhoum;2;1;muslim;0
375;Guelma;0.0;1.0;31;2490098;1;Mascara;35.396641;0.14026999;PPLA;6295630|6255146|DZ|26|2490098;Earth|Africa|Algeria|Mascara|Mascara;2;1;muslim;25859.613704575408
376;Constantine;0.0;1.0;31;2482886;1;Rouissat;31.924271;5.3501801;PPL;6295630|6255146|DZ|50|2482886;Earth|Africa|Algeria|Ouargla|Rouissat;2;1;muslim;29549.49527641139
377;Medea;0.0;1.0;31;2508174;1;AÃ¯n el Bya;35.80389;-0.30177999;PPL;6295630|6255146|DZ|09|2508174;Earth|Africa|Algeria|Oran|AÃ¯n el Bya;2;1;muslim;0
378;Mostaganem;0.0;0.98040897;31;2503701;1;Bordj Bou Arreridj;36.073212;4.7610798;PPLA;6295630|6255146|DZ|39|2503701;Earth|Africa|Algeria|Bordj Bou ArrÃ©ridj|Bordj Bou Arreridj;2;1;muslim;0
379;M’Sila;0.0;1.0;31;2474633;1;Zemmouri;36.785278;3.60361;PPL;6295630|6255146|DZ|40|2474633;Earth|Africa|Algeria|Boumerdes|Zemmouri;2;1;muslim;0
380;Mascara;0.0;1.0;31;2497988;1;El Kala;36.895561;8.4433298;PPL;6295630|6255146|DZ|44|2497988;Earth|Africa|Algeria|El Tarf|El Kala;2;1;muslim;0
381;Ouargla;0.0;1.0;31;2500282;1;Djamaa;33.533878;5.9930601;PPL;6295630|6255146|DZ|50|2500282;Earth|Africa|Algeria|Ouargla|Djamaa;2;1;muslim;0
382;Oran;0.0;1.0;31;2479215;1;Souk Ahras;36.286388;7.9511099;PPLA;6295630|6255146|DZ|52|2479215;Earth|Africa|Algeria|Souk Ahras|Souk Ahras;2;1;muslim;0
383;El Bayadh;0.0;1.0;31;2491578;1;Kolea;36.638882;2.76845;PPL;6295630|6255146|DZ|55|2491578;Earth|Africa|Algeria|Tipaza|Kolea;2;1;muslim;56549.20039817279
384;Illizi;0.0;1.0;31;2507892;1;AÃ¯n Tinn;36.397541;6.3240099;PPL;6295630|6255146|DZ|48|2507892;Earth|Africa|Algeria|Mila|AÃ¯n Tinn;2;1;muslim;0
385;Bordj Bou Arreridj;0.0;1.0;31;2491911;1;Khemis Miliana;36.26104;2.22015;PPL;6295630|6255146|DZ|35|2491911;Earth|Africa|Algeria|AÃ¯n Defla|Khemis Miliana;2;1;muslim;24012.661212308463
387;El Tarf;0.0;1.0;31;2485004;4;Commune dâOuled Aych;35.833328;1.0;ADMD;6295630|6255146|DZ|51|2485004;Earth|Africa|Algeria|Relizane|Commune dâOuled Aych;1;1;muslim;0
388;Cairo;0.097452588;0.90254742;32;7911441;1;á¸¨adÄâiq az ZaytÅ«n;30.107519;31.31773;PPLX;6295630|6255146|EG|11|360630|7911441;Earth|Africa|Egypt|Cairo|Cairo|á¸¨adÄâiq az ZaytÅ«n;2;1;muslim;134747.12427404156
392;Dakahlia;0.01449883;0.98550117;32;347590;4;Markaz Å¢alkhÄ;31.085091;31.351999;ADMD;6295630|6255146|EG|01|347590;Earth|Africa|Egypt|Dakahlia|Markaz Å¢alkhÄ;1;1;muslim;0
393;Al-Sharqia;0.0;1.0;32;362612;3;Markaz AbÅ« á¸¨ammÄd;30.526501;31.685591;ADM2;6295630|6255146|EG|14|362612;Earth|Africa|Egypt|Sharqia|Markaz AbÅ« á¸¨ammÄd;1;1;muslim;0
394;Qalyubia;0.067371629;0.93262839;32;360615;1;Al-Qanatir al-Chairiyya;30.19327;31.13703;PPL;6295630|6255146|EG|12|360615;Earth|Africa|Egypt|Qalyubia|Al QanÄÅ£ir al KhayrÄ«yah;2;1;muslim;113570.42286205583
396;Gharbia;0.0;1.0;32;354365;1;Kafr az ZayyÄt;30.8248;30.81805;PPL;6295630|6255146|EG|05|354365;Earth|Africa|Egypt|Gharbia|Kafr az ZayyÄt;2;1;muslim;0
397;Monufia;0.081889853;0.91811013;32;432825;1;Subk al Aá¸©ad;30.30607;31.029409;PPL;6295630|6255146|EG|09|432825;Earth|Africa|Egypt|Monufia|Subk al Aá¸©ad;2;1;muslim;0
399;Ismailia;0.0;1.0;32;361056;4;Ismailia;30.6;32.400002;ADM1;6295630|6255146|EG|07;Earth|Africa|Egypt|Ismailia;1;1;muslim;46361.10516379332
400;Giza;0.018712686;0.9812873;32;359074;1;Barnasht;29.683331;31.25;PPL;6295630|6255146|EG|08|359074;Earth|Africa|Egypt|Giza|Barnasht;2;1;muslim;23077.068808172535
401;Beni Suef;0.0;1.0;32;8559274;3;Markaz Minyat An NaÅr;31.170811;31.725531;ADM2;6295630|6255146|EG|01|8559274;Earth|Africa|Egypt|Dakahlia|Markaz Minyat An NaÅr;1;1;muslim;0
402;Faiyum;0.061758451;0.93824154;32;357994;6;Egypt;27.0;30.0;PCLI;6295630|6255146|EG;Earth|Africa|Egypt;1;1;muslim;0
408;Red Sea;0.0;1.0;32;355635;1;Edfu;24.97916;32.87722;PPL;6295630|6255146|EG|16|355635;Earth|Africa|Egypt|Aswan|Edfu;2;1;muslim;0
410;Chaouia-Ouardigha;0.0;1.0;33;2556272;1;Berrechid;33.26553;-7.5875401;PPLA3;6295630|6255146|MA|06|2537405|6546705|2556272;Earth|Africa|Morocco|Casablanca-Settat|Settat Province|Berrechid|Berrechid;2;1;muslim;21822.85855761367
411;Doukkala-Abda;0.0;1.0;33;2536074;1;Sidi Bennour;32.652359;-8.4276896;PPLA3;6295630|6255146|MA|06|2550076|6546787|2536074;Earth|Africa|Morocco|Casablanca-Settat|El-Jadida|Sidi Bennour|Sidi Bennour;2;1;muslim;0
412;Fes-Boulemane;0.0;1.0;33;6546034;3;Zouagha;34.009472;-5.0427198;ADM3;6295630|6255146|MA|03|6547300|6546034;Earth|Africa|Morocco|FÃ¨s-MeknÃ¨s|Fes|Zouagha;1;1;muslim;82078.26215571316
413;Gharb-Charda-Beni Hssen;0.0;1.0;33;2532423;1;Souk Tlet El Gharb;34.621052;-6.1342602;PPL;6295630|6255146|MA|52;Earth|Africa|Morocco|Souk Tlet El Gharb;2;1;muslim;0
414;Grand Casablanca;0.0;1.0;33;6545963;3;Aïn Sebaâ;33.629429;-7.4991298;ADM3;6295630|6255146|MA|06|6547294|6545963;Earth|Africa|Morocco|Casablanca-Settat|Casablanca|Ain-Sebaa;1;1;muslim;129904.95843996354
415;Guelmim-Es Semara;0.0;1.0;33;6546501;3;Guelmim;28.986349;-10.06345;ADM3;6295630|6255146|MA|10|2548525|6546501;Earth|Africa|Morocco|Guelmim-Oued Noun|Guelmim|Guelmim;1;1;muslim;0
416;Laayoune-Boujdour-Sakia El Hamra;0.0;1.0;33;2529923;1;Tarfaya;27.939199;-12.92604;PPL;6295630|6255146|MA|59;Earth|Africa|Morocco|Tarfaya;2;1;muslim;0
417;Marrakech-Tensift-El Haouz;0.006909579;0.99309045;33;2526924;1;Touama;31.535009;-7.4929099;PPLA3;6295630|6255146|MA|07|6547292|6545771|2526924;Earth|Africa|Morocco|Marrakesh-Safi|Al-Haouz|Touama|Touama;2;1;muslim;0
418;Meknes-Tafilalet;0.0;0.96651083;33;2542715;1;Meknes;33.89352;-5.5472698;PPLA2;6295630|6255146|MA|03|6547283|6546578|2542715;Earth|Africa|Morocco|FÃ¨s-MeknÃ¨s|Meknes|Meknes|Meknes;2;1;muslim;51141.86353595501
419;Oriental;0.0;1.0;33;6546162;3;Aklim;34.882061;-2.5294299;ADM3;6295630|6255146|MA|02|6547287|6546162;Earth|Africa|Morocco|Oriental|Berkane|Aklim;1;1;muslim;0
420;Oued Ed-Dahab-Lagouira;0.0;1.0;33;6546233;3;El Argoub;23.710079;-15.26972;ADM3;6295630|6255146|MA|12|6547298|6546233;Earth|Africa|Morocco|Dakhla-Oued Ed-Dahab|Oued-Ed-Dahab|El Argoub;1;1;muslim;0
421;Rabat-Sale-Zemmour-Zaer;0.0;1.0;33;6546340;3;Bab Lamrissa;34.05991;-6.8104801;ADM3;6295630|6255146|MA|04|2537762|6546340;Earth|Africa|Morocco|Rabat-SalÃ©-KÃ©nitra|Sale|Bab Lamrissa;1;1;muslim;90057.25632735218
422;Souss-Massa-Draa;0.0;1.0;33;2527089;1;Tiznit;29.69742;-9.7316198;PPLA3;6295630|6255146|MA|09|2527087|6547047|2527089;Earth|Africa|Morocco|Souss-Massa|Tiznit Province|Tiznit|Tiznit;2;1;muslim;0
423;Tadla-Azilal;0.0;1.0;33;2532412;1;Souq Sebt Oulad Nemma;32.297298;-6.7030101;PPL;6295630|6255146|MA|05|2532412;Earth|Africa|Morocco|BÃ©ni Mellal-KhÃ©nifra|Souq Sebt Oulad Nemma;2;1;muslim;0
424;Tangier-Tetouan;0.0;0.98946118;33;2544001;1;Ksar El Kebir;35.000439;-5.90378;PPL;6295630|6255146|MA|01|2543546|2544001;Earth|Africa|Morocco|Tanger-Tetouan-Al Hoceima|Larache|Ksar El Kebir;2;1;muslim;0
425;Taza-Al Hoceima-Taounate;0.0;1.0;33;2548489;1;Guercif;34.225681;-3.35361;PPLA3;6295630|6255146|MA|03|2529313|6547086|2548489;Earth|Africa|Morocco|FÃ¨s-MeknÃ¨s|Taza|Guercif|Guercif;2;1;muslim;0
426;North;0.0;1.0;34;380186;1;Ad Dabbah;18.049999;30.950001;PPL;6295630|6255146|SD|43|380186;Earth|Africa|Sudan|Northern State|Ad Dabbah;2;1;muslim;0
427;Nahr ALnil;0.0;1.0;34;367308;1;Shendi;16.6915;33.434101;PPL;6295630|6255146|SD|53|367308;Earth|Africa|Sudan|River Nile State|Shendi;2;1;muslim;0
428;Red Sea;0.0;1.0;34;408646;4;Red Sea;19.966669;35.666672;ADM1;6295630|6255146|SD|36;Earth|Africa|Sudan|Red Sea;1;1;muslim;0
429;Kassala;0.0;1.0;34;372753;1;Kassala;15.45099;36.399979;PPLA;6295630|6255146|SD|52|372753;Earth|Africa|Sudan|Kassala|Kassala;2;1;muslim;0
430;Gadarif;0.0;1.0;34;379062;1;Gedaref;14.03493;35.383438;PPLA;6295630|6255146|SD|39|379062;Earth|Africa|Sudan|Al Qaá¸Ärif|Gedaref;2;1;muslim;0
431;Khartom;0.0043181819;0.99568182;34;6992533;1;Al Manshiya;15.5911;32.575901;PPL;6295630|6255146|SD|29|6992533;Earth|Africa|Sudan|Khartoum|Al Manshiya;2;1;muslim;0
432;Gezira;0.0;1.0;34;364103;1;Wad Madani;14.40118;33.51989;PPLA;6295630|6255146|SD|38|364103;Earth|Africa|Sudan|Al JazÄ«rah|Wad Madani;2;1;muslim;0
433;White Nile;0.0;1.0;34;11287139;1;Block 47;15.53902;32.565281;PPL;6295630|6255146|SD|29|11287139;Earth|Africa|Sudan|Khartoum|Block 47;2;1;muslim;0
434;Sennar;0.0;0.99099612;34;366847;1;Singa;13.1483;33.931171;PPLA;6295630|6255146|SD|58|366847;Earth|Africa|Sudan|SinnÄr|Singa;2;1;muslim;0
435;Blue Nile;0.0;1.0;34;408654;4;Blue Nile;11.15;34.099998;ADM1;6295630|6255146|SD|42;Earth|Africa|Sudan|Blue Nile;1;1;muslim;0
436;South Kordufan;0.0;1.0;34;408661;4;Southern Kordofan;11.26667;30.83333;ADM1;6295630|6255146|SD|50;Earth|Africa|Sudan|Southern Kordofan;1;1;muslim;0
